LOC,CC,PC,label
26.0,10.0,1.0,1
27.0,4.0,3.0,2
20.0,4.0,3.0,2
14.0,2.0,2.0,1
24.0,6.0,1.0,1
34.0,7.0,1.0,1
15.0,3.0,4.0,2
29.0,6.0,2.0,1
13.0,4.0,1.0,2
4.0,1.0,4.0,1
16.0,4.0,3.0,1
8.0,3.0,2.0,1
40.0,7.0,3.0,2
3.0,1.0,1.0,2
8.0,4.0,1.0,2
38.0,12.0,1.0,2
3.0,1.0,0.0,2
29.0,1.0,0.0,1
9.0,1.0,0.0,1
39.0,12.0,2.0,2
3.0,1.0,0.0,2
11.0,2.0,0.0,2
4.0,1.0,1.0,1
3.0,1.0,0.0,2
24.0,11.0,1.0,1
3.0,1.0,0.0,2
3.0,1.0,0.0,2
3.0,1.0,0.0,2
17.0,3.0,0.0,2
26.0,2.0,3.0,1
52.0,10.0,0.0,1
53.0,10.0,2.0,1
21.0,5.0,4.0,2
78.0,9.0,4.0,2
7.0,2.0,0.0,1
13.0,3.0,0.0,2
31.0,7.0,3.0,1
9.0,2.0,0.0,1
6.0,3.0,2.0,2
58.0,11.0,0.0,1
24.0,3.0,2.0,1
98.0,1.0,1.0,1
11.0,4.0,1.0,2
3.0,1.0,0.0,1
43.0,13.0,1.0,2
22.0,3.0,2.0,1
43.0,5.0,1.0,1
12.0,4.0,0.0,2
6.0,2.0,0.0,1
23.0,5.0,1.0,1
8.0,1.0,0.0,2
11.0,3.0,3.0,1
26.0,6.0,2.0,2
6.0,3.0,2.0,1
3.0,1.0,0.0,1
26.0,5.0,1.0,1
46.0,5.0,0.0,1
18.0,3.0,0.0,1
16.0,2.0,0.0,1
28.0,4.0,3.0,1
10.0,4.0,1.0,2
52.0,9.0,1.0,1
3.0,1.0,1.0,2
56.0,15.0,2.0,2
3.0,1.0,0.0,2
3.0,1.0,1.0,2
8.0,1.0,0.0,1
3.0,1.0,1.0,2
12.0,2.0,1.0,1
6.0,2.0,0.0,2
24.0,8.0,0.0,2
6.0,2.0,1.0,1
12.0,2.0,0.0,1
14.0,2.0,2.0,1
8.0,1.0,8.0,1
10.0,3.0,1.0,2
26.0,4.0,0.0,1
30.0,7.0,0.0,2
14.0,2.0,2.0,1
25.0,5.0,3.0,2
6.0,1.0,0.0,1
27.0,3.0,5.0,1
27.0,7.0,4.0,2
21.0,3.0,1.0,1
34.0,6.0,2.0,1
3.0,1.0,1.0,2
10.0,1.0,4.0,1
73.0,14.0,3.0,2
16.0,6.0,2.0,1
3.0,1.0,0.0,2
0.0,1.0,1.0,2
9.0,2.0,0.0,2
8.0,2.0,0.0,1
3.0,1.0,0.0,2
26.0,3.0,3.0,2
18.0,1.0,0.0,2
17.0,4.0,1.0,2
8.0,3.0,1.0,1
38.0,6.0,0.0,1
14.0,4.0,2.0,1
5.0,1.0,0.0,1
6.0,1.0,1.0,1
30.0,5.0,1.0,2
6.0,2.0,1.0,1
22.0,3.0,1.0,2
10.0,5.0,0.0,1
11.0,2.0,1.0,1
22.0,1.0,0.0,1
9.0,1.0,0.0,2
16.0,3.0,3.0,2
27.0,7.0,0.0,2
69.0,9.0,1.0,2
27.0,3.0,3.0,1
11.0,2.0,1.0,1
85.0,23.0,2.0,2
12.0,5.0,0.0,1
18.0,6.0,2.0,2
25.0,5.0,2.0,1
13.0,3.0,0.0,1
28.0,4.0,2.0,1
3.0,1.0,0.0,2
76.0,8.0,1.0,2
36.0,7.0,1.0,1
36.0,7.0,0.0,1
13.0,2.0,0.0,2
7.0,1.0,2.0,1
20.0,6.0,1.0,1
3.0,1.0,6.0,2
49.0,7.0,0.0,2
8.0,3.0,2.0,2
10.0,3.0,3.0,2
3.0,1.0,6.0,2
21.0,3.0,1.0,2
8.0,2.0,0.0,1
17.0,3.0,1.0,1
6.0,2.0,0.0,1
0.0,1.0,7.0,1
26.0,8.0,3.0,2
3.0,1.0,1.0,2
22.0,5.0,3.0,2
37.0,8.0,3.0,1
17.0,3.0,1.0,1
26.0,6.0,2.0,2
13.0,1.0,2.0,2
23.0,4.0,7.0,2
3.0,1.0,1.0,1
80.0,16.0,2.0,2
26.0,7.0,1.0,1
93.0,11.0,3.0,1
46.0,8.0,0.0,1
3.0,1.0,0.0,2
11.0,3.0,1.0,2
18.0,4.0,1.0,1
34.0,5.0,2.0,1
9.0,2.0,0.0,2
0.0,1.0,2.0,2
5.0,2.0,0.0,2
0.0,1.0,1.0,2
3.0,1.0,1.0,2
5.0,1.0,0.0,1
3.0,1.0,0.0,1
6.0,2.0,1.0,1
7.0,2.0,1.0,1
21.0,1.0,1.0,1
18.0,6.0,1.0,2
44.0,10.0,5.0,2
7.0,2.0,0.0,2
4.0,1.0,0.0,2
27.0,7.0,4.0,2
48.0,8.0,0.0,2
61.0,12.0,3.0,1
19.0,4.0,1.0,2
21.0,2.0,1.0,2
30.0,4.0,1.0,2
0.0,1.0,0.0,2
69.0,14.0,1.0,2
29.0,7.0,1.0,1
4.0,1.0,0.0,1
20.0,5.0,1.0,1
70.0,22.0,5.0,1
18.0,5.0,1.0,2
14.0,3.0,1.0,2
7.0,2.0,0.0,1
3.0,1.0,0.0,2
3.0,1.0,1.0,2
5.0,2.0,2.0,2
9.0,1.0,4.0,1
17.0,3.0,0.0,1
33.0,6.0,1.0,2
3.0,1.0,1.0,1
3.0,1.0,4.0,1
26.0,6.0,1.0,2
59.0,13.0,0.0,2
16.0,4.0,6.0,2
10.0,1.0,0.0,2
69.0,9.0,3.0,1
14.0,3.0,3.0,1
14.0,4.0,0.0,1
3.0,1.0,6.0,1
4.0,1.0,1.0,1
3.0,1.0,0.0,2
3.0,1.0,6.0,2
3.0,1.0,0.0,2
8.0,3.0,1.0,1
22.0,4.0,2.0,2
2.0,1.0,1.0,1
5.0,2.0,3.0,2
46.0,11.0,1.0,1
7.0,2.0,0.0,1
27.0,4.0,3.0,2
5.0,2.0,1.0,1
6.0,2.0,1.0,1
15.0,3.0,1.0,1
27.0,7.0,1.0,1
4.0,1.0,0.0,2
22.0,5.0,1.0,1
3.0,1.0,1.0,1
14.0,1.0,5.0,1
38.0,7.0,0.0,1
4.0,1.0,2.0,2
21.0,5.0,0.0,2
6.0,2.0,0.0,2
6.0,2.0,1.0,2
34.0,5.0,7.0,2
5.0,1.0,2.0,2
3.0,1.0,1.0,2
6.0,1.0,4.0,2
28.0,4.0,3.0,1
0.0,1.0,1.0,2
19.0,4.0,1.0,1
8.0,1.0,6.0,1
8.0,3.0,1.0,2
3.0,1.0,0.0,1
18.0,4.0,3.0,1
24.0,1.0,0.0,2
6.0,2.0,3.0,1
28.0,4.0,3.0,2
9.0,4.0,0.0,2
14.0,6.0,1.0,1
3.0,1.0,0.0,2
44.0,4.0,0.0,1
2.0,1.0,1.0,2
13.0,4.0,1.0,2
3.0,1.0,1.0,2
43.0,18.0,0.0,1
8.0,2.0,0.0,1
14.0,2.0,4.0,1
22.0,1.0,0.0,1
15.0,3.0,0.0,1
23.0,1.0,0.0,2
23.0,5.0,3.0,2
3.0,1.0,1.0,2
3.0,1.0,1.0,2
56.0,14.0,1.0,2
17.0,2.0,1.0,2
6.0,1.0,4.0,2
3.0,1.0,1.0,2
38.0,7.0,0.0,1
3.0,1.0,0.0,1
4.0,2.0,3.0,2
28.0,3.0,1.0,1
3.0,1.0,1.0,2
8.0,2.0,1.0,1
6.0,1.0,0.0,1
3.0,1.0,1.0,2
44.0,11.0,3.0,2
62.0,12.0,0.0,1
37.0,6.0,1.0,2
13.0,1.0,2.0,1
3.0,1.0,0.0,2
24.0,6.0,1.0,2
37.0,7.0,1.0,1
70.0,22.0,5.0,1
5.0,1.0,1.0,2
10.0,3.0,2.0,2
9.0,2.0,2.0,2
22.0,4.0,2.0,2
12.0,1.0,0.0,1
20.0,4.0,3.0,2
31.0,5.0,0.0,2
46.0,1.0,0.0,1
8.0,1.0,1.0,2
15.0,1.0,2.0,1
46.0,11.0,1.0,1
18.0,3.0,1.0,1
6.0,2.0,0.0,2
8.0,2.0,1.0,1
41.0,10.0,2.0,2
23.0,1.0,0.0,1
24.0,3.0,1.0,1
11.0,3.0,1.0,2
46.0,6.0,3.0,1
2.0,1.0,1.0,1
2.0,1.0,0.0,2
3.0,1.0,0.0,2
3.0,1.0,0.0,2
24.0,3.0,1.0,2
28.0,8.0,1.0,1
22.0,5.0,1.0,2
3.0,1.0,0.0,1
35.0,9.0,1.0,2
16.0,3.0,2.0,1
9.0,1.0,0.0,1
6.0,2.0,2.0,1
44.0,5.0,0.0,1
31.0,5.0,0.0,2
3.0,1.0,1.0,2
28.0,3.0,0.0,2
8.0,2.0,0.0,1
19.0,4.0,0.0,1
15.0,4.0,3.0,2
3.0,1.0,1.0,1
3.0,1.0,0.0,2
9.0,3.0,2.0,1
3.0,2.0,1.0,2
15.0,2.0,1.0,1
3.0,1.0,0.0,2
4.0,1.0,0.0,2
27.0,4.0,2.0,1
3.0,1.0,0.0,2
13.0,3.0,5.0,1
12.0,4.0,0.0,2
5.0,2.0,0.0,1
14.0,4.0,0.0,1
12.0,1.0,0.0,1
5.0,3.0,1.0,1
9.0,1.0,0.0,1
41.0,7.0,1.0,2
28.0,6.0,0.0,1
7.0,2.0,0.0,2
42.0,10.0,0.0,1
3.0,1.0,0.0,2
2.0,1.0,0.0,2
5.0,2.0,1.0,1
19.0,3.0,2.0,1
4.0,1.0,0.0,2
4.0,1.0,1.0,1
3.0,1.0,1.0,1
4.0,1.0,0.0,2
10.0,2.0,1.0,1
15.0,1.0,0.0,1
3.0,1.0,6.0,1
35.0,6.0,4.0,2
5.0,1.0,0.0,2
51.0,6.0,1.0,2
29.0,3.0,1.0,1
13.0,7.0,0.0,2
8.0,1.0,1.0,2
6.0,1.0,0.0,1
13.0,1.0,1.0,1
3.0,1.0,0.0,2
30.0,5.0,2.0,2
0.0,1.0,2.0,2
22.0,3.0,3.0,1
26.0,6.0,0.0,1
6.0,1.0,0.0,1
6.0,1.0,2.0,2
33.0,5.0,4.0,2
3.0,1.0,0.0,2
9.0,2.0,0.0,1
8.0,2.0,0.0,1
0.0,1.0,3.0,2
20.0,2.0,0.0,1
22.0,2.0,0.0,1
27.0,6.0,1.0,2
6.0,2.0,1.0,2
7.0,1.0,0.0,1
11.0,1.0,0.0,1
3.0,1.0,0.0,1
18.0,4.0,1.0,1
16.0,4.0,0.0,2
22.0,1.0,2.0,1
11.0,1.0,0.0,1
0.0,1.0,1.0,2
25.0,3.0,0.0,2
12.0,1.0,1.0,1
3.0,1.0,2.0,1
16.0,3.0,1.0,2
80.0,18.0,1.0,2
26.0,8.0,2.0,1
28.0,3.0,3.0,2
19.0,4.0,2.0,2
11.0,3.0,1.0,1
4.0,2.0,3.0,1
39.0,3.0,0.0,1
3.0,1.0,0.0,2
6.0,2.0,1.0,2
3.0,1.0,1.0,2
30.0,8.0,3.0,2
27.0,2.0,8.0,1
16.0,5.0,1.0,1
6.0,1.0,0.0,1
18.0,5.0,0.0,2
11.0,2.0,0.0,1
8.0,1.0,6.0,1
28.0,4.0,2.0,1
23.0,3.0,1.0,1
3.0,1.0,1.0,1
6.0,1.0,3.0,1
4.0,2.0,1.0,1
11.0,2.0,0.0,1
5.0,2.0,0.0,1
17.0,4.0,1.0,2
12.0,1.0,2.0,1
5.0,1.0,3.0,2
21.0,3.0,0.0,2
26.0,8.0,1.0,2
48.0,5.0,0.0,2
14.0,2.0,2.0,1
39.0,11.0,0.0,2
21.0,5.0,2.0,2
19.0,6.0,2.0,1
3.0,1.0,0.0,1
27.0,3.0,3.0,2
3.0,1.0,1.0,2
3.0,1.0,1.0,2
3.0,1.0,0.0,2
129.0,28.0,3.0,2
57.0,30.0,1.0,2
7.0,1.0,0.0,1
19.0,2.0,0.0,2
0.0,1.0,1.0,2
85.0,12.0,3.0,1
8.0,1.0,6.0,1
24.0,6.0,1.0,2
32.0,1.0,1.0,1
43.0,10.0,1.0,1
6.0,1.0,0.0,1
93.0,11.0,3.0,1
3.0,1.0,1.0,1
6.0,2.0,1.0,2
6.0,1.0,4.0,2
9.0,3.0,0.0,1
67.0,9.0,2.0,2
3.0,1.0,1.0,2
5.0,1.0,2.0,2
12.0,2.0,1.0,1
10.0,1.0,2.0,1
6.0,2.0,8.0,1
20.0,6.0,3.0,1
3.0,1.0,1.0,2
30.0,3.0,0.0,2
6.0,2.0,2.0,2
8.0,1.0,0.0,1
10.0,3.0,2.0,2
5.0,1.0,0.0,1
10.0,3.0,1.0,1
31.0,5.0,2.0,1
44.0,9.0,1.0,2
4.0,1.0,0.0,2
27.0,7.0,3.0,2
0.0,1.0,1.0,2
16.0,3.0,0.0,1
7.0,2.0,3.0,2
33.0,3.0,1.0,2
9.0,3.0,0.0,1
8.0,1.0,0.0,1
11.0,2.0,0.0,1
48.0,6.0,1.0,1
17.0,4.0,1.0,1
22.0,1.0,0.0,1
12.0,3.0,0.0,2
54.0,17.0,2.0,2
3.0,1.0,1.0,1
12.0,1.0,0.0,1
5.0,1.0,0.0,2
37.0,8.0,4.0,1
24.0,6.0,1.0,2
14.0,2.0,1.0,2
16.0,2.0,0.0,1
21.0,4.0,0.0,2
14.0,5.0,0.0,2
3.0,1.0,0.0,1
10.0,3.0,2.0,2
14.0,1.0,0.0,2
37.0,8.0,0.0,1
4.0,1.0,0.0,1
36.0,8.0,0.0,1
22.0,5.0,1.0,2
7.0,1.0,0.0,1
18.0,4.0,1.0,1
44.0,7.0,2.0,2
23.0,4.0,1.0,1
3.0,1.0,0.0,2
9.0,2.0,3.0,1
16.0,1.0,2.0,1
40.0,6.0,2.0,1
47.0,13.0,2.0,2
17.0,3.0,0.0,1
3.0,1.0,0.0,2
3.0,1.0,0.0,2
13.0,3.0,1.0,2
7.0,2.0,2.0,1
7.0,2.0,1.0,2
3.0,1.0,7.0,1
7.0,2.0,2.0,1
28.0,3.0,0.0,2
17.0,2.0,5.0,2
31.0,2.0,0.0,1
75.0,12.0,2.0,1
3.0,1.0,6.0,2
31.0,6.0,1.0,1
9.0,2.0,5.0,2
3.0,1.0,0.0,2
13.0,2.0,1.0,1
3.0,1.0,0.0,2
3.0,1.0,1.0,2
63.0,7.0,1.0,2
3.0,1.0,1.0,2
4.0,2.0,0.0,2
13.0,4.0,3.0,1
7.0,3.0,0.0,1
21.0,1.0,0.0,2
29.0,5.0,0.0,2
189.0,34.0,3.0,1
31.0,8.0,3.0,1
9.0,3.0,1.0,2
53.0,5.0,1.0,1
38.0,2.0,0.0,1
0.0,1.0,0.0,2
15.0,5.0,1.0,1
8.0,3.0,1.0,2
38.0,7.0,1.0,2
10.0,4.0,0.0,1
0.0,1.0,1.0,2
10.0,2.0,0.0,1
32.0,7.0,1.0,1
22.0,6.0,2.0,2
12.0,2.0,1.0,1
6.0,1.0,0.0,1
8.0,1.0,5.0,1
22.0,5.0,3.0,1
10.0,2.0,1.0,1
6.0,1.0,0.0,1
15.0,1.0,12.0,1
27.0,6.0,1.0,2
0.0,1.0,2.0,2
12.0,3.0,1.0,2
41.0,8.0,2.0,2
19.0,4.0,0.0,2
51.0,15.0,1.0,2
15.0,3.0,1.0,2
13.0,4.0,3.0,1
11.0,2.0,1.0,2
27.0,3.0,3.0,1
10.0,2.0,3.0,2
5.0,2.0,0.0,2
189.0,38.0,0.0,1
23.0,1.0,0.0,1
18.0,1.0,1.0,2
59.0,13.0,6.0,2
27.0,3.0,1.0,1
16.0,5.0,0.0,1
7.0,2.0,1.0,2
17.0,2.0,0.0,1
28.0,8.0,1.0,2
36.0,5.0,2.0,2
6.0,1.0,0.0,1
8.0,1.0,0.0,1
38.0,7.0,0.0,1
8.0,2.0,0.0,1
3.0,1.0,1.0,2
3.0,1.0,0.0,2
22.0,1.0,0.0,1
4.0,2.0,1.0,1
6.0,1.0,1.0,2
9.0,2.0,0.0,2
20.0,3.0,9.0,1
8.0,2.0,1.0,2
6.0,1.0,4.0,2
7.0,2.0,1.0,2
6.0,2.0,1.0,2
11.0,3.0,0.0,2
10.0,1.0,3.0,1
30.0,11.0,2.0,2
155.0,37.0,3.0,1
16.0,2.0,2.0,2
39.0,7.0,2.0,1
38.0,3.0,6.0,1
13.0,6.0,0.0,2
3.0,1.0,0.0,2
10.0,1.0,3.0,2
24.0,7.0,1.0,1
3.0,1.0,2.0,2
6.0,1.0,4.0,2
29.0,4.0,0.0,1
24.0,7.0,1.0,1
21.0,4.0,4.0,1
7.0,1.0,0.0,1
3.0,1.0,0.0,2
24.0,3.0,4.0,2
33.0,3.0,0.0,1
22.0,1.0,0.0,1
22.0,1.0,0.0,1
3.0,1.0,5.0,2
5.0,1.0,0.0,1
29.0,5.0,2.0,1
22.0,6.0,0.0,2
28.0,4.0,1.0,1
6.0,2.0,0.0,1
10.0,1.0,0.0,2
20.0,4.0,1.0,1
25.0,8.0,0.0,2
8.0,3.0,1.0,2
23.0,2.0,2.0,1
0.0,1.0,1.0,2
37.0,4.0,3.0,2
58.0,11.0,0.0,1
24.0,7.0,1.0,2
21.0,3.0,1.0,1
20.0,2.0,2.0,1
22.0,5.0,3.0,2
44.0,6.0,3.0,1
33.0,7.0,0.0,2
14.0,4.0,0.0,2
21.0,5.0,2.0,2
42.0,8.0,0.0,1
8.0,2.0,0.0,1
26.0,6.0,2.0,2
7.0,2.0,5.0,2
10.0,1.0,2.0,1
19.0,1.0,0.0,1
26.0,5.0,1.0,1
13.0,3.0,0.0,2
11.0,1.0,1.0,1
6.0,2.0,0.0,1
5.0,1.0,1.0,1
26.0,8.0,1.0,1
3.0,1.0,0.0,2
3.0,1.0,0.0,2
6.0,2.0,1.0,2
14.0,1.0,0.0,1
6.0,2.0,0.0,2
16.0,4.0,6.0,1
3.0,1.0,1.0,1
10.0,3.0,2.0,2
7.0,2.0,0.0,1
22.0,4.0,1.0,1
3.0,1.0,0.0,2
14.0,3.0,3.0,2
6.0,2.0,0.0,2
24.0,8.0,0.0,1
15.0,3.0,6.0,1
3.0,1.0,6.0,2
4.0,1.0,5.0,1
11.0,4.0,0.0,2
6.0,2.0,1.0,2
5.0,1.0,1.0,2
22.0,4.0,4.0,2
28.0,8.0,1.0,1
11.0,1.0,2.0,2
14.0,3.0,1.0,1
4.0,2.0,1.0,1
29.0,8.0,1.0,2
20.0,3.0,4.0,1
0.0,1.0,1.0,2
8.0,1.0,0.0,1
22.0,6.0,1.0,2
11.0,4.0,0.0,2
18.0,4.0,4.0,1
3.0,1.0,1.0,1
6.0,1.0,0.0,1
5.0,1.0,0.0,1
17.0,3.0,1.0,2
44.0,13.0,2.0,2
50.0,9.0,3.0,1
14.0,4.0,0.0,1
3.0,1.0,1.0,2
202.0,18.0,4.0,2
45.0,6.0,0.0,1
32.0,5.0,2.0,2
42.0,3.0,0.0,1
10.0,1.0,2.0,1
13.0,4.0,1.0,1
3.0,1.0,0.0,2
9.0,3.0,1.0,2
5.0,1.0,1.0,2
8.0,2.0,1.0,1
30.0,7.0,0.0,2
7.0,2.0,3.0,1
24.0,4.0,2.0,1
28.0,7.0,1.0,1
16.0,2.0,1.0,1
4.0,1.0,0.0,2
24.0,3.0,0.0,1
18.0,4.0,2.0,2
4.0,2.0,0.0,2
3.0,1.0,0.0,2
14.0,2.0,0.0,2
0.0,1.0,0.0,2
6.0,2.0,1.0,2
5.0,1.0,0.0,2
36.0,6.0,2.0,2
35.0,9.0,1.0,1
16.0,3.0,2.0,1
41.0,11.0,1.0,2
17.0,2.0,3.0,1
4.0,1.0,2.0,2
6.0,1.0,2.0,2
19.0,4.0,0.0,2
31.0,8.0,2.0,1
3.0,1.0,0.0,2
67.0,9.0,0.0,2
6.0,2.0,1.0,2
6.0,2.0,0.0,2
12.0,4.0,2.0,1
3.0,1.0,0.0,2
11.0,2.0,0.0,1
10.0,1.0,3.0,1
0.0,1.0,0.0,2
4.0,1.0,1.0,2
18.0,6.0,1.0,2
7.0,2.0,0.0,2
5.0,2.0,0.0,1
86.0,19.0,4.0,1
5.0,1.0,2.0,1
22.0,6.0,1.0,2
22.0,2.0,0.0,2
7.0,2.0,1.0,2
5.0,2.0,1.0,1
32.0,7.0,1.0,2
13.0,3.0,0.0,1
3.0,1.0,6.0,2
14.0,4.0,3.0,1
36.0,9.0,2.0,1
6.0,1.0,5.0,1
12.0,4.0,1.0,2
9.0,1.0,0.0,1
5.0,2.0,3.0,2
28.0,6.0,2.0,2
22.0,5.0,2.0,2
9.0,3.0,1.0,2
23.0,1.0,1.0,2
48.0,5.0,0.0,2
3.0,1.0,0.0,2
20.0,3.0,4.0,1
65.0,17.0,2.0,1
13.0,3.0,1.0,2
53.0,4.0,2.0,1
12.0,3.0,1.0,2
7.0,1.0,0.0,2
6.0,2.0,1.0,1
37.0,4.0,2.0,1
3.0,1.0,2.0,2
0.0,1.0,1.0,2
3.0,1.0,0.0,2
57.0,19.0,3.0,2
5.0,1.0,0.0,2
14.0,5.0,3.0,1
3.0,1.0,0.0,2
25.0,7.0,1.0,2
34.0,8.0,1.0,2
3.0,1.0,1.0,2
51.0,3.0,0.0,1
5.0,1.0,1.0,2
11.0,1.0,0.0,1
12.0,2.0,2.0,2
3.0,1.0,0.0,1
2.0,1.0,2.0,1
10.0,1.0,3.0,1
43.0,5.0,2.0,2
4.0,1.0,3.0,2
12.0,3.0,1.0,2
11.0,3.0,2.0,2
3.0,1.0,1.0,2
22.0,4.0,1.0,2
13.0,2.0,3.0,2
27.0,8.0,2.0,1
24.0,7.0,1.0,2
80.0,16.0,1.0,1
6.0,1.0,0.0,1
6.0,2.0,1.0,2
3.0,1.0,6.0,2
3.0,1.0,1.0,2
15.0,2.0,0.0,2
3.0,1.0,0.0,2
3.0,1.0,5.0,2
23.0,4.0,2.0,1
10.0,3.0,2.0,2
21.0,3.0,2.0,2
17.0,3.0,0.0,1
27.0,1.0,0.0,2
3.0,1.0,0.0,2
4.0,1.0,2.0,2
37.0,2.0,0.0,1
25.0,4.0,0.0,1
66.0,9.0,0.0,2
7.0,1.0,0.0,1
26.0,6.0,4.0,1
8.0,1.0,0.0,1
3.0,1.0,0.0,2
21.0,2.0,1.0,1
13.0,1.0,2.0,1
3.0,1.0,0.0,2
11.0,3.0,1.0,1
3.0,1.0,0.0,2
17.0,4.0,4.0,1
99.0,10.0,0.0,1
24.0,3.0,3.0,1
23.0,5.0,4.0,2
17.0,2.0,3.0,1
3.0,1.0,0.0,2
6.0,1.0,0.0,1
23.0,7.0,1.0,1
24.0,5.0,2.0,2
20.0,3.0,1.0,1
12.0,2.0,2.0,2
39.0,5.0,0.0,1
9.0,2.0,0.0,1
16.0,4.0,1.0,1
10.0,2.0,0.0,2
3.0,1.0,0.0,2
14.0,2.0,1.0,1
11.0,2.0,1.0,2
23.0,8.0,0.0,1
3.0,1.0,0.0,2
3.0,1.0,0.0,1
4.0,1.0,2.0,2
4.0,1.0,2.0,2
3.0,1.0,1.0,1
111.0,19.0,2.0,2
18.0,5.0,0.0,2
4.0,1.0,0.0,1
26.0,6.0,1.0,2
20.0,5.0,2.0,1
18.0,5.0,0.0,2
3.0,1.0,3.0,2
3.0,1.0,0.0,1
4.0,1.0,1.0,1
27.0,3.0,5.0,1
6.0,2.0,1.0,2
51.0,1.0,0.0,1
42.0,1.0,0.0,2
48.0,6.0,2.0,2
6.0,1.0,0.0,1
6.0,1.0,0.0,1
39.0,8.0,0.0,1
22.0,6.0,1.0,1
18.0,5.0,0.0,2
3.0,2.0,2.0,2
0.0,1.0,1.0,2
53.0,10.0,2.0,1
0.0,1.0,0.0,2
29.0,4.0,0.0,2
3.0,1.0,0.0,2
26.0,3.0,0.0,1
28.0,6.0,0.0,1
17.0,4.0,1.0,2
24.0,7.0,1.0,2
23.0,7.0,0.0,2
37.0,8.0,4.0,1
3.0,1.0,1.0,2
3.0,1.0,1.0,2
12.0,4.0,1.0,2
21.0,1.0,0.0,1
15.0,1.0,0.0,1
31.0,6.0,5.0,1
3.0,1.0,0.0,2
0.0,1.0,1.0,2
5.0,2.0,0.0,1
4.0,1.0,1.0,1
3.0,1.0,0.0,2
30.0,6.0,2.0,2
29.0,5.0,0.0,1
3.0,1.0,2.0,2
0.0,1.0,2.0,2
18.0,2.0,0.0,1
19.0,2.0,2.0,2
11.0,3.0,5.0,2
0.0,1.0,1.0,2
6.0,1.0,0.0,1
13.0,1.0,0.0,1
15.0,4.0,4.0,1
4.0,1.0,1.0,1
3.0,1.0,0.0,2
4.0,1.0,2.0,2
7.0,1.0,1.0,1
22.0,3.0,0.0,1
8.0,3.0,1.0,2
3.0,1.0,1.0,2
0.0,1.0,1.0,2
41.0,12.0,1.0,1
5.0,1.0,0.0,2
39.0,3.0,0.0,1
9.0,1.0,0.0,1
3.0,1.0,1.0,2
18.0,4.0,0.0,1
14.0,2.0,1.0,1
3.0,1.0,2.0,2
5.0,2.0,2.0,2
16.0,3.0,3.0,2
11.0,3.0,1.0,2
31.0,4.0,1.0,1
27.0,3.0,0.0,1
3.0,1.0,0.0,1
13.0,4.0,2.0,1
15.0,10.0,1.0,2
5.0,1.0,0.0,2
15.0,4.0,3.0,2
6.0,3.0,2.0,1
21.0,7.0,0.0,1
40.0,7.0,1.0,2
0.0,1.0,1.0,2
6.0,1.0,0.0,1
6.0,1.0,0.0,1
3.0,1.0,0.0,1
18.0,2.0,0.0,2
3.0,1.0,0.0,2
28.0,4.0,2.0,1
0.0,1.0,1.0,2
3.0,1.0,2.0,2
3.0,1.0,1.0,2
10.0,5.0,0.0,1
36.0,4.0,0.0,1
9.0,2.0,0.0,1
9.0,3.0,5.0,2
7.0,2.0,0.0,2
0.0,1.0,7.0,2
0.0,1.0,2.0,2
60.0,13.0,1.0,1
38.0,7.0,0.0,1
3.0,1.0,1.0,2
16.0,2.0,1.0,2
17.0,3.0,2.0,2
5.0,2.0,0.0,1
49.0,7.0,0.0,1
6.0,1.0,0.0,1
34.0,7.0,1.0,1
76.0,16.0,3.0,2
6.0,1.0,0.0,2
9.0,3.0,0.0,1
36.0,9.0,2.0,1
30.0,6.0,0.0,1
17.0,3.0,2.0,1
0.0,1.0,1.0,2
36.0,9.0,2.0,1
8.0,2.0,0.0,2
16.0,1.0,0.0,1
7.0,2.0,1.0,1
31.0,2.0,0.0,1
32.0,4.0,2.0,2
25.0,5.0,10.0,2
19.0,2.0,1.0,1
68.0,16.0,0.0,2
7.0,2.0,0.0,2
21.0,6.0,2.0,2
38.0,5.0,0.0,1
3.0,1.0,7.0,1
37.0,12.0,3.0,2
3.0,1.0,0.0,1
110.0,17.0,0.0,2
32.0,5.0,1.0,2
13.0,2.0,3.0,2
6.0,3.0,2.0,1
14.0,1.0,0.0,1
10.0,1.0,0.0,1
3.0,1.0,3.0,2
6.0,1.0,0.0,1
3.0,1.0,5.0,2
5.0,2.0,1.0,2
3.0,1.0,0.0,1
31.0,4.0,1.0,1
224.0,37.0,4.0,1
15.0,8.0,1.0,1
16.0,1.0,1.0,2
6.0,2.0,1.0,1
8.0,1.0,4.0,2
22.0,5.0,2.0,2
26.0,6.0,0.0,1
25.0,2.0,4.0,2
9.0,1.0,1.0,2
31.0,7.0,2.0,2
11.0,1.0,2.0,1
3.0,1.0,0.0,2
19.0,5.0,1.0,1
3.0,1.0,0.0,2
4.0,1.0,0.0,2
14.0,3.0,5.0,2
16.0,2.0,2.0,2
6.0,1.0,0.0,2
9.0,1.0,0.0,1
49.0,7.0,0.0,2
6.0,1.0,0.0,1
3.0,1.0,0.0,2
44.0,4.0,0.0,2
12.0,1.0,0.0,1
11.0,3.0,1.0,2
3.0,1.0,0.0,2
5.0,1.0,2.0,2
38.0,9.0,0.0,1
3.0,1.0,0.0,2
12.0,2.0,1.0,1
22.0,5.0,0.0,1
3.0,1.0,1.0,2
13.0,3.0,0.0,1
5.0,2.0,0.0,2
27.0,4.0,0.0,2
3.0,1.0,1.0,2
3.0,2.0,2.0,1
