NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,label
0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,-1.0,1.0,3.0,2
0.0,0.0,3.0,3.0,11.0,3.0,4.0,1.0,-1.0,5.0,1.0,1
0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,-1.0,1.0,2.0,2
0.0,0.0,2.0,2.0,8.0,2.0,0.0,1.0,-1.0,0.0,2.0,1
4.0,0.0,4.0,4.0,77.0,6.0,0.0,0.0,0.5,0.0,3.0,1
5.0,0.0,3.0,2.0,46.0,8.0,0.0,2.0,0.0,0.0,6.0,1
1.0,1.0,8.0,7.0,60.0,8.0,0.0,1.0,0.875,7.0,5.0,2
1.0,0.0,15.0,10.0,151.0,25.0,0.0,2.0,0.6666666666666666,3.0,13.0,1
0.0,0.0,2.0,1.0,8.0,2.0,0.0,0.0,-1.0,2.0,1.0,2
1.0,0.0,2.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,2
0.0,0.0,2.0,2.0,7.0,2.0,2.0,0.0,-1.0,1.0,0.0,2
2.0,1.0,14.0,14.0,55.0,16.0,0.0,1.0,0.42857142857142855,5.0,9.0,2
1.0,1.0,1.0,1.0,9.0,1.0,0.0,2.0,0.0,1.0,4.0,2
4.0,0.0,4.0,3.0,44.0,5.0,0.0,0.0,0.0,1.0,5.0,2
0.0,0.0,14.0,0.0,16.0,14.0,1.0,0.0,-1.0,4.0,0.0,2
0.0,0.0,2.0,2.0,15.0,5.0,0.0,2.0,-1.0,0.0,1.0,1
0.0,0.0,5.0,5.0,17.0,5.0,0.0,0.0,-1.0,130.0,2.0,1
4.0,0.0,4.0,3.0,45.0,5.0,0.0,0.0,0.0,1.0,6.0,2
2.0,0.0,4.0,4.0,26.0,5.0,0.0,1.0,0.0,1.0,5.0,2
0.0,0.0,2.0,2.0,20.0,3.0,0.0,0.0,-1.0,0.0,5.0,1
1.0,0.0,5.0,4.0,18.0,5.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,2.0,7.0,2.0,1.0,0.0,-1.0,1.0,0.0,2
0.0,0.0,7.0,7.0,23.0,7.0,0.0,0.0,-1.0,0.0,2.0,1
4.0,0.0,6.0,6.0,31.0,7.0,0.0,0.0,0.5,4.0,3.0,1
0.0,0.0,19.0,19.0,59.0,19.0,0.0,0.0,-1.0,0.0,0.0,2
2.0,0.0,12.0,9.0,53.0,13.0,0.0,2.0,0.3333333333333333,0.0,4.0,1
1.0,0.0,3.0,3.0,35.0,6.0,0.0,0.0,1.0,0.0,5.0,1
0.0,0.0,6.0,6.0,26.0,7.0,0.0,3.0,-1.0,2.0,10.0,2
3.0,1.0,4.0,4.0,37.0,8.0,2.0,2.0,1.0,1.0,8.0,1
0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,-1.0,0.0,0.0,2
0.0,0.0,3.0,3.0,17.0,5.0,0.0,2.0,-1.0,0.0,2.0,2
9.0,8.0,80.0,78.0,605.0,154.0,0.0,0.0,0.3875,6.0,9.0,2
0.0,0.0,2.0,1.0,10.0,3.0,0.0,0.0,-1.0,1.0,0.0,2
3.0,0.0,4.0,0.0,38.0,9.0,3.0,0.0,0.75,3.0,2.0,2
1.0,0.0,14.0,11.0,71.0,22.0,1.0,2.0,0.5,3.0,4.0,1
0.0,0.0,4.0,3.0,23.0,6.0,4.0,1.0,-1.0,0.0,1.0,1
0.0,0.0,3.0,3.0,19.0,3.0,0.0,0.0,-1.0,0.0,0.0,2
0.0,0.0,3.0,2.0,11.0,3.0,0.0,0.0,-1.0,0.0,2.0,1
13.0,0.0,37.0,23.0,390.0,59.0,1.0,0.0,0.21621621621621623,2.0,10.0,2
5.0,0.0,11.0,3.0,46.0,13.0,0.0,0.0,0.0,4.0,0.0,2
1.0,0.0,6.0,5.0,33.0,6.0,1.0,1.0,0.6666666666666666,2.0,2.0,2
3.0,1.0,9.0,7.0,82.0,17.0,0.0,0.0,0.5555555555555556,3.0,5.0,2
1.0,0.0,12.0,10.0,136.0,31.0,1.0,0.0,1.0,11.0,24.0,2
1.0,0.0,13.0,13.0,72.0,15.0,0.0,0.0,0.8461538461538461,6.0,4.0,1
0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,-1.0,1.0,1.0,2
0.0,0.0,3.0,3.0,28.0,7.0,0.0,1.0,-1.0,0.0,2.0,1
1.0,0.0,2.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,1
0.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,-1.0,9.0,0.0,2
6.0,1.0,150.0,119.0,1196.0,282.0,4.0,2.0,0.37333333333333335,78.0,26.0,2
0.0,0.0,1.0,1.0,14.0,3.0,0.0,0.0,-1.0,0.0,1.0,1
0.0,0.0,12.0,9.0,67.0,15.0,0.0,0.0,-1.0,3.0,7.0,1
3.0,0.0,16.0,15.0,113.0,23.0,0.0,0.0,0.125,5.0,6.0,2
6.0,0.0,9.0,7.0,73.0,17.0,0.0,0.0,0.0,2.0,4.0,2
2.0,0.0,3.0,1.0,22.0,4.0,0.0,0.0,0.0,1.0,2.0,2
1.0,0.0,4.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0,16.0,12.0,92.0,23.0,0.0,0.0,0.9375,0.0,9.0,1
0.0,0.0,2.0,2.0,9.0,2.0,0.0,1.0,-1.0,0.0,2.0,1
4.0,0.0,21.0,12.0,117.0,26.0,8.0,0.0,0.14285714285714285,4.0,10.0,2
7.0,0.0,4.0,1.0,104.0,15.0,0.0,0.0,0.0,2.0,1.0,2
0.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,-1.0,3.0,1.0,2
1.0,0.0,5.0,4.0,18.0,5.0,0.0,0.0,0.0,1.0,1.0,2
0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,-1.0,1.0,0.0,2
0.0,0.0,5.0,5.0,91.0,16.0,0.0,0.0,-1.0,1.0,8.0,2
0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,-1.0,0.0,3.0,1
9.0,0.0,101.0,97.0,453.0,132.0,0.0,0.0,0.693069306930693,26.0,11.0,2
0.0,0.0,2.0,2.0,11.0,2.0,0.0,0.0,-1.0,0.0,1.0,2
5.0,0.0,26.0,18.0,184.0,43.0,1.0,0.0,0.2692307692307692,1.0,10.0,2
2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.0,1.0,1.0,2
1.0,0.0,5.0,5.0,19.0,5.0,0.0,1.0,0.8,2.0,4.0,1
1.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,2
2.0,0.0,6.0,4.0,30.0,6.0,0.0,0.0,0.5,0.0,2.0,1
3.0,0.0,1.0,1.0,42.0,3.0,0.0,0.0,0.0,1.0,2.0,1
1.0,0.0,2.0,1.0,43.0,6.0,0.0,0.0,0.0,0.0,2.0,1
3.0,0.0,25.0,16.0,129.0,34.0,1.0,1.0,0.28,35.0,12.0,2
0.0,0.0,1.0,0.0,15.0,1.0,1.0,0.0,-1.0,1.0,0.0,2
5.0,0.0,9.0,9.0,45.0,10.0,0.0,0.0,0.0,10.0,3.0,2
4.0,0.0,10.0,10.0,163.0,10.0,0.0,0.0,0.4,0.0,3.0,2
2.0,0.0,13.0,13.0,54.0,14.0,0.0,0.0,1.0,1.0,6.0,2
2.0,0.0,2.0,2.0,63.0,11.0,0.0,0.0,0.0,0.0,1.0,1
4.0,0.0,10.0,8.0,158.0,24.0,0.0,0.0,0.0,0.0,3.0,2
2.0,0.0,3.0,0.0,14.0,3.0,0.0,0.0,0.0,2.0,0.0,2
0.0,0.0,2.0,2.0,9.0,2.0,0.0,2.0,-1.0,0.0,0.0,1
0.0,0.0,6.0,6.0,20.0,6.0,0.0,1.0,-1.0,0.0,4.0,1
6.0,0.0,17.0,7.0,112.0,24.0,7.0,1.0,0.11764705882352941,1.0,8.0,2
0.0,0.0,5.0,4.0,79.0,16.0,0.0,0.0,-1.0,0.0,3.0,1
0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,-1.0,0.0,1.0,1
1.0,0.0,6.0,0.0,73.0,25.0,2.0,2.0,0.5,0.0,2.0,1
5.0,0.0,6.0,1.0,57.0,10.0,0.0,0.0,0.0,1.0,4.0,2
1.0,0.0,9.0,9.0,37.0,12.0,0.0,0.0,0.0,2.0,1.0,2
4.0,0.0,10.0,10.0,66.0,10.0,0.0,1.0,0.3,0.0,3.0,1
