NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,label
0.0,0.0,4.0,4.0,17.0,4.0,0.0,2.0,-1.0,0.0,0.0,2
2.0,0.0,7.0,6.0,89.0,10.0,0.0,0.0,0.2857142857142857,6.0,3.0,2
5.0,0.0,8.0,4.0,51.0,12.0,0.0,0.0,0.25,3.0,2.0,1
1.0,0.0,6.0,6.0,54.0,7.0,0.0,0.0,0.3333333333333333,1.0,0.0,2
0.0,0.0,1.0,0.0,40.0,4.0,0.0,0.0,-1.0,1.0,2.0,1
14.0,3.0,13.0,7.0,333.0,57.0,0.0,0.0,0.0,4.0,14.0,1
0.0,0.0,1.0,1.0,29.0,2.0,0.0,1.0,-1.0,0.0,2.0,2
0.0,0.0,4.0,4.0,47.0,10.0,0.0,1.0,-1.0,0.0,2.0,1
3.0,0.0,2.0,2.0,34.0,5.0,0.0,0.0,0.0,0.0,8.0,1
1.0,0.0,2.0,0.0,34.0,5.0,0.0,0.0,0.0,0.0,2.0,1
11.0,1.0,20.0,20.0,227.0,54.0,0.0,0.0,0.6,6.0,7.0,2
0.0,0.0,1.0,1.0,16.0,2.0,0.0,0.0,-1.0,1.0,1.0,2
0.0,0.0,3.0,3.0,31.0,3.0,0.0,0.0,-1.0,0.0,5.0,1
2.0,0.0,4.0,3.0,23.0,4.0,0.0,1.0,0.75,0.0,2.0,1
1.0,0.0,2.0,2.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,1
5.0,0.0,15.0,15.0,127.0,23.0,0.0,0.0,0.4,10.0,2.0,2
0.0,0.0,1.0,1.0,19.0,3.0,0.0,0.0,-1.0,0.0,3.0,2
3.0,2.0,2.0,1.0,33.0,3.0,0.0,1.0,1.0,2.0,1.0,2
4.0,0.0,1.0,0.0,15.0,5.0,0.0,0.0,0.0,1.0,2.0,2
2.0,1.0,7.0,7.0,77.0,11.0,0.0,0.0,0.0,12.0,1.0,1
6.0,0.0,13.0,7.0,202.0,33.0,0.0,0.0,0.23076923076923078,0.0,4.0,1
1.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,5.0,5.0,64.0,8.0,0.0,2.0,-1.0,1.0,2.0,1
1.0,0.0,2.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,-1.0,3.0,0.0,2
3.0,0.0,55.0,53.0,567.0,80.0,1.0,1.0,0.0,1.0,4.0,1
13.0,1.0,6.0,3.0,118.0,21.0,0.0,0.0,0.0,3.0,2.0,1
0.0,0.0,2.0,2.0,18.0,3.0,0.0,0.0,-1.0,1.0,1.0,2
1.0,0.0,27.0,21.0,125.0,32.0,0.0,2.0,0.0,0.0,1.0,2
0.0,0.0,2.0,1.0,40.0,4.0,0.0,0.0,-1.0,1.0,4.0,2
54.0,0.0,166.0,140.0,2342.0,399.0,0.0,0.0,0.05421686746987952,109.0,58.0,2
0.0,0.0,1.0,1.0,15.0,1.0,0.0,3.0,-1.0,0.0,0.0,2
2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,0.0,0.0,1
0.0,0.0,2.0,0.0,41.0,8.0,0.0,1.0,-1.0,0.0,3.0,2
4.0,0.0,13.0,11.0,118.0,27.0,0.0,0.0,0.23076923076923078,1.0,1.0,2
0.0,0.0,3.0,3.0,16.0,3.0,0.0,2.0,-1.0,1.0,1.0,2
3.0,0.0,4.0,4.0,45.0,6.0,0.0,0.0,1.0,9.0,0.0,2
2.0,0.0,3.0,3.0,32.0,4.0,0.0,2.0,0.0,1.0,1.0,2
122.0,122.0,0.0,0.0,451.0,0.0,0.0,0.0,-1.0,48.0,0.0,1
3.0,0.0,4.0,3.0,62.0,14.0,0.0,1.0,0.0,0.0,4.0,1
3.0,0.0,5.0,4.0,96.0,11.0,0.0,0.0,0.4,12.0,1.0,2
2.0,0.0,12.0,12.0,78.0,12.0,1.0,0.0,0.75,0.0,1.0,2
5.0,1.0,21.0,19.0,253.0,43.0,0.0,0.0,0.19047619047619047,28.0,3.0,2
2.0,0.0,3.0,3.0,14.0,3.0,0.0,0.0,0.0,3.0,2.0,2
3.0,0.0,2.0,0.0,11.0,2.0,5.0,1.0,0.0,0.0,3.0,1
2.0,0.0,2.0,1.0,11.0,2.0,0.0,1.0,1.0,0.0,5.0,1
2.0,0.0,2.0,1.0,161.0,37.0,0.0,0.0,0.0,7.0,1.0,1
2.0,2.0,8.0,8.0,87.0,8.0,10.0,0.0,1.0,17.0,1.0,1
1.0,0.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,2.0,1
0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,-1.0,0.0,1.0,2
12.0,4.0,5.0,3.0,104.0,13.0,0.0,0.0,0.4,0.0,6.0,1
0.0,0.0,4.0,3.0,14.0,4.0,0.0,0.0,-1.0,0.0,0.0,1
2.0,0.0,43.0,41.0,207.0,52.0,0.0,2.0,0.06976744186046512,0.0,2.0,1
2.0,0.0,7.0,7.0,28.0,7.0,0.0,2.0,0.7142857142857143,2.0,4.0,2
1.0,0.0,46.0,44.0,722.0,168.0,0.0,0.0,0.5869565217391305,5.0,16.0,2
0.0,0.0,8.0,8.0,27.0,8.0,2.0,0.0,-1.0,5.0,0.0,2
3.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,2
2.0,0.0,6.0,3.0,138.0,27.0,0.0,1.0,0.3333333333333333,0.0,9.0,2
6.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,-1.0,4.0,0.0,2
0.0,0.0,2.0,2.0,14.0,3.0,0.0,0.0,-1.0,0.0,1.0,1
13.0,0.0,5.0,2.0,115.0,20.0,0.0,0.0,0.0,3.0,2.0,2
0.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,-1.0,1.0,0.0,2
7.0,2.0,95.0,94.0,587.0,167.0,0.0,0.0,0.021052631578947368,1.0,8.0,2
2.0,0.0,69.0,67.0,218.0,70.0,0.0,0.0,0.0,1.0,6.0,1
16.0,2.0,40.0,33.0,513.0,96.0,6.0,0.0,0.0,2.0,1.0,2
0.0,0.0,4.0,4.0,30.0,4.0,0.0,0.0,-1.0,1.0,0.0,2
6.0,0.0,11.0,11.0,71.0,16.0,0.0,0.0,0.36363636363636365,0.0,6.0,1
13.0,1.0,19.0,7.0,300.0,62.0,0.0,0.0,0.0,4.0,7.0,1
1.0,0.0,1.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,3.0,1
2.0,0.0,8.0,2.0,119.0,14.0,0.0,0.0,0.25,1.0,8.0,2
42.0,13.0,54.0,37.0,611.0,114.0,0.0,0.0,0.05555555555555555,5.0,19.0,2
5.0,0.0,10.0,4.0,101.0,18.0,1.0,1.0,0.0,0.0,2.0,1
0.0,0.0,4.0,2.0,97.0,8.0,0.0,0.0,-1.0,0.0,1.0,1
1.0,0.0,4.0,1.0,52.0,6.0,0.0,0.0,0.5,1.0,2.0,2
1.0,0.0,3.0,3.0,16.0,4.0,0.0,0.0,0.0,3.0,2.0,2
2.0,0.0,8.0,2.0,185.0,37.0,0.0,0.0,0.25,2.0,22.0,2
0.0,0.0,2.0,1.0,32.0,4.0,0.0,0.0,-1.0,0.0,1.0,1
4.0,0.0,21.0,19.0,227.0,48.0,0.0,1.0,0.23809523809523808,1.0,11.0,2
4.0,0.0,4.0,4.0,84.0,13.0,0.0,0.0,0.0,4.0,3.0,2
6.0,6.0,13.0,0.0,96.0,13.0,0.0,0.0,-1.0,97.0,4.0,1
1.0,0.0,6.0,6.0,55.0,7.0,0.0,0.0,0.3333333333333333,1.0,0.0,2
5.0,0.0,9.0,7.0,154.0,21.0,0.0,0.0,0.0,40.0,1.0,2
1.0,0.0,5.0,1.0,18.0,5.0,3.0,0.0,0.6,1.0,0.0,2
1.0,0.0,5.0,5.0,81.0,15.0,0.0,1.0,0.8,0.0,2.0,1
1.0,0.0,1.0,0.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,2
6.0,0.0,16.0,11.0,100.0,23.0,0.0,0.0,0.3125,0.0,7.0,2
1.0,0.0,2.0,2.0,9.0,2.0,3.0,2.0,1.0,3.0,3.0,1
0.0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,-1.0,1.0,0.0,2
1.0,0.0,2.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0,2.0,1.0,22.0,2.0,0.0,1.0,0.0,1.0,1.0,2
14.0,0.0,10.0,10.0,172.0,16.0,0.0,0.0,0.7,0.0,0.0,1
1.0,0.0,1.0,1.0,20.0,1.0,0.0,1.0,0.0,0.0,2.0,2
9.0,0.0,32.0,13.0,395.0,49.0,0.0,0.0,0.1875,2.0,6.0,1
23.0,14.0,33.0,31.0,294.0,64.0,0.0,0.0,0.21212121212121213,2.0,6.0,2
1.0,0.0,3.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,3.0,3.0,14.0,3.0,0.0,2.0,-1.0,1.0,1.0,2
0.0,0.0,3.0,3.0,14.0,3.0,0.0,2.0,-1.0,1.0,1.0,2
1.0,0.0,3.0,3.0,28.0,5.0,0.0,0.0,0.0,1.0,1.0,2
13.0,13.0,17.0,17.0,177.0,18.0,1.0,1.0,0.9411764705882353,20.0,4.0,1
2.0,0.0,4.0,4.0,20.0,4.0,0.0,1.0,0.5,1.0,0.0,1
0.0,0.0,16.0,16.0,53.0,16.0,0.0,0.0,-1.0,11.0,7.0,2
0.0,0.0,3.0,3.0,24.0,6.0,0.0,2.0,-1.0,2.0,1.0,2
4.0,0.0,17.0,15.0,81.0,23.0,0.0,0.0,0.23529411764705882,0.0,2.0,2
15.0,5.0,27.0,24.0,322.0,68.0,0.0,0.0,0.1111111111111111,2.0,7.0,2
5.0,3.0,8.0,7.0,44.0,11.0,0.0,1.0,0.0,1.0,0.0,1
5.0,0.0,11.0,8.0,202.0,34.0,0.0,0.0,0.0,1.0,1.0,2
0.0,0.0,2.0,2.0,11.0,2.0,0.0,2.0,-1.0,2.0,3.0,2
0.0,0.0,1.0,1.0,39.0,5.0,0.0,0.0,-1.0,0.0,6.0,1
9.0,2.0,6.0,6.0,135.0,18.0,0.0,0.0,0.3333333333333333,46.0,6.0,1
0.0,0.0,2.0,2.0,18.0,2.0,2.0,0.0,-1.0,1.0,1.0,2
8.0,0.0,8.0,8.0,93.0,11.0,0.0,0.0,0.375,0.0,8.0,2
0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,-1.0,0.0,0.0,1
13.0,5.0,12.0,12.0,146.0,29.0,0.0,0.0,0.16666666666666666,21.0,1.0,1
2.0,0.0,2.0,1.0,11.0,2.0,0.0,1.0,1.0,0.0,3.0,1
1.0,0.0,1.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,4.0,1
1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1.0,0.0,2.0,0.0,51.0,8.0,0.0,0.0,0.0,0.0,4.0,1
3.0,0.0,2.0,2.0,40.0,10.0,0.0,0.0,0.0,0.0,1.0,1
6.0,0.0,3.0,3.0,45.0,5.0,0.0,0.0,1.0,2.0,4.0,2
0.0,0.0,2.0,2.0,21.0,3.0,0.0,0.0,-1.0,0.0,1.0,1
0.0,0.0,43.0,0.0,234.0,43.0,1.0,0.0,-1.0,0.0,0.0,1
13.0,0.0,59.0,42.0,520.0,82.0,0.0,0.0,0.3728813559322034,0.0,14.0,2
6.0,0.0,13.0,10.0,82.0,18.0,1.0,1.0,-1.0,19.0,2.0,1
3.0,0.0,15.0,15.0,118.0,33.0,0.0,0.0,0.0,0.0,9.0,2
6.0,0.0,6.0,4.0,106.0,17.0,0.0,0.0,0.6666666666666666,2.0,1.0,2
19.0,1.0,22.0,9.0,301.0,60.0,0.0,0.0,0.13636363636363635,3.0,7.0,1
34.0,0.0,30.0,22.0,402.0,67.0,0.0,1.0,0.16666666666666666,4.0,11.0,2
2.0,0.0,8.0,7.0,32.0,8.0,0.0,1.0,0.5,1.0,5.0,1
3.0,0.0,3.0,3.0,42.0,3.0,0.0,1.0,0.0,2.0,2.0,1
2.0,0.0,7.0,7.0,34.0,8.0,0.0,0.0,0.0,1.0,5.0,1
1.0,1.0,7.0,7.0,82.0,12.0,0.0,1.0,0.42857142857142855,1.0,1.0,1
1.0,0.0,2.0,2.0,22.0,5.0,0.0,0.0,0.0,0.0,1.0,1
1.0,1.0,6.0,3.0,72.0,10.0,0.0,0.0,0.8333333333333334,1.0,4.0,1
3.0,0.0,7.0,7.0,36.0,12.0,0.0,0.0,0.8571428571428571,2.0,3.0,2
0.0,0.0,2.0,2.0,18.0,2.0,0.0,0.0,-1.0,1.0,1.0,2
3.0,0.0,5.0,5.0,55.0,9.0,0.0,2.0,0.0,8.0,0.0,1
2.0,0.0,4.0,4.0,17.0,4.0,0.0,0.0,0.0,1.0,0.0,2
1.0,0.0,5.0,5.0,28.0,8.0,1.0,0.0,0.4,4.0,0.0,2
6.0,0.0,17.0,8.0,294.0,61.0,0.0,0.0,0.29411764705882354,1.0,11.0,2
2.0,0.0,4.0,4.0,19.0,5.0,0.0,0.0,0.5,1.0,1.0,2
0.0,0.0,1.0,1.0,12.0,1.0,1.0,0.0,-1.0,2.0,0.0,2
15.0,0.0,28.0,28.0,122.0,30.0,2.0,0.0,0.14285714285714285,59.0,0.0,1
2.0,0.0,16.0,13.0,154.0,20.0,1.0,1.0,0.0,0.0,2.0,1
12.0,0.0,23.0,14.0,373.0,56.0,0.0,1.0,0.13043478260869565,1.0,4.0,2
1.0,0.0,5.0,5.0,43.0,5.0,1.0,0.0,1.0,0.0,0.0,1
1.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,3.0,1
1.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,1
2.0,2.0,2.0,2.0,30.0,2.0,0.0,0.0,1.0,0.0,1.0,1
2.0,0.0,3.0,3.0,14.0,3.0,0.0,0.0,0.0,1.0,1.0,2
11.0,0.0,19.0,12.0,302.0,60.0,0.0,0.0,0.10526315789473684,5.0,3.0,2
1.0,0.0,5.0,5.0,27.0,5.0,0.0,0.0,0.0,0.0,1.0,2
3.0,0.0,9.0,9.0,100.0,17.0,0.0,0.0,0.0,2.0,1.0,2
18.0,0.0,21.0,21.0,376.0,78.0,0.0,0.0,0.14285714285714285,1.0,8.0,1
1.0,0.0,1.0,1.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1
1.0,0.0,3.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1
8.0,0.0,16.0,8.0,328.0,57.0,0.0,1.0,0.1875,3.0,6.0,2
13.0,0.0,6.0,3.0,118.0,21.0,0.0,0.0,0.0,5.0,2.0,2
19.0,0.0,25.0,19.0,507.0,85.0,0.0,0.0,0.0,3.0,4.0,2
5.0,0.0,15.0,15.0,133.0,23.0,0.0,0.0,0.4,9.0,2.0,2
1.0,0.0,3.0,3.0,46.0,4.0,0.0,2.0,0.0,0.0,0.0,2
0.0,0.0,4.0,4.0,75.0,4.0,0.0,0.0,-1.0,0.0,8.0,1
0.0,0.0,2.0,2.0,19.0,2.0,0.0,1.0,-1.0,0.0,1.0,1
3.0,0.0,14.0,13.0,189.0,22.0,0.0,1.0,0.14285714285714285,1.0,5.0,2
0.0,0.0,1.0,1.0,13.0,1.0,1.0,0.0,-1.0,1.0,0.0,2
0.0,0.0,6.0,6.0,36.0,6.0,0.0,0.0,-1.0,2.0,2.0,2
2.0,0.0,8.0,7.0,32.0,8.0,0.0,1.0,0.5,1.0,5.0,1
3.0,0.0,4.0,4.0,19.0,4.0,0.0,0.0,0.0,1.0,1.0,1
0.0,0.0,15.0,0.0,79.0,15.0,0.0,0.0,-1.0,19.0,0.0,2
2.0,0.0,3.0,3.0,21.0,5.0,0.0,0.0,0.0,1.0,1.0,2
1.0,0.0,3.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,3.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,3.0,3.0,63.0,7.0,0.0,0.0,0.0,0.0,6.0,2
3.0,0.0,9.0,9.0,82.0,12.0,0.0,0.0,0.5555555555555556,1.0,1.0,2
0.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,-1.0,5.0,0.0,2
1.0,0.0,4.0,4.0,18.0,4.0,0.0,0.0,1.0,0.0,0.0,1
4.0,0.0,6.0,6.0,68.0,10.0,0.0,0.0,0.3333333333333333,1.0,6.0,2
0.0,0.0,2.0,2.0,94.0,17.0,0.0,0.0,-1.0,11.0,1.0,1
1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,-1.0,0.0,0.0,1
1.0,0.0,9.0,7.0,49.0,13.0,0.0,0.0,0.6666666666666666,0.0,1.0,2
0.0,0.0,1.0,1.0,29.0,6.0,0.0,0.0,-1.0,0.0,1.0,2
2.0,0.0,3.0,3.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,2
0.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,-1.0,0.0,2.0,1
1.0,0.0,2.0,2.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,3.0,3.0,36.0,7.0,0.0,0.0,-1.0,94.0,0.0,2
0.0,0.0,3.0,3.0,14.0,3.0,0.0,2.0,-1.0,2.0,3.0,2
0.0,0.0,1.0,0.0,9.0,1.0,5.0,0.0,-1.0,1.0,1.0,1
9.0,7.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,3.0,1.0,1
1.0,0.0,2.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,2
0.0,0.0,1.0,1.0,167.0,25.0,0.0,0.0,-1.0,0.0,1.0,2
17.0,0.0,31.0,31.0,181.0,33.0,0.0,0.0,0.4838709677419355,6.0,4.0,1
2.0,0.0,2.0,2.0,27.0,2.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0,3.0,3.0,30.0,3.0,0.0,0.0,1.0,0.0,0.0,1
2.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,2.0,2
6.0,0.0,6.0,2.0,108.0,17.0,0.0,0.0,0.0,4.0,4.0,2
0.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,-1.0,3.0,0.0,2
2.0,0.0,5.0,4.0,85.0,8.0,0.0,0.0,0.4,3.0,1.0,2
0.0,0.0,2.0,2.0,14.0,2.0,0.0,1.0,-1.0,0.0,0.0,1
0.0,0.0,1.0,1.0,17.0,6.0,0.0,1.0,-1.0,0.0,0.0,1
1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,1
0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,-1.0,0.0,1.0,1
0.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,-1.0,0.0,1.0,1
10.0,4.0,6.0,6.0,79.0,8.0,0.0,0.0,0.5,0.0,7.0,1
0.0,0.0,6.0,6.0,45.0,11.0,0.0,1.0,-1.0,0.0,1.0,1
1.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1
2.0,0.0,4.0,1.0,50.0,12.0,0.0,0.0,0.0,1.0,3.0,2
2.0,0.0,1.0,1.0,11.0,1.0,0.0,2.0,0.0,0.0,2.0,1
12.0,0.0,4.0,1.0,155.0,26.0,0.0,1.0,0.5,0.0,2.0,2
0.0,0.0,2.0,2.0,18.0,2.0,1.0,0.0,-1.0,1.0,1.0,2
0.0,0.0,2.0,2.0,27.0,4.0,0.0,0.0,-1.0,0.0,8.0,1
3.0,0.0,2.0,1.0,25.0,2.0,0.0,0.0,0.0,0.0,2.0,1
1.0,0.0,3.0,3.0,19.0,3.0,0.0,1.0,0.0,0.0,1.0,1
4.0,0.0,14.0,4.0,201.0,46.0,0.0,0.0,0.21428571428571427,2.0,14.0,1
0.0,0.0,1.0,1.0,19.0,1.0,9.0,0.0,-1.0,1.0,1.0,2
1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2.0,0.0,6.0,4.0,60.0,6.0,3.0,1.0,0.3333333333333333,0.0,0.0,1
3.0,0.0,8.0,4.0,123.0,25.0,0.0,2.0,0.0,0.0,1.0,1
0.0,0.0,3.0,3.0,14.0,3.0,0.0,2.0,-1.0,1.0,1.0,2
8.0,0.0,18.0,17.0,166.0,40.0,10.0,1.0,0.1111111111111111,4.0,3.0,1
6.0,0.0,7.0,6.0,33.0,7.0,0.0,2.0,0.2857142857142857,0.0,1.0,1
0.0,0.0,3.0,3.0,19.0,4.0,0.0,0.0,-1.0,0.0,2.0,1
2.0,0.0,2.0,0.0,14.0,2.0,0.0,1.0,0.0,12.0,0.0,2
8.0,0.0,3.0,2.0,57.0,10.0,0.0,0.0,0.0,1.0,1.0,2
0.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,-1.0,0.0,0.0,1
5.0,0.0,7.0,6.0,36.0,8.0,0.0,0.0,0.42857142857142855,0.0,3.0,1
0.0,0.0,5.0,5.0,64.0,5.0,0.0,0.0,-1.0,0.0,3.0,1
3.0,0.0,4.0,4.0,19.0,4.0,0.0,0.0,0.0,1.0,0.0,2
0.0,0.0,3.0,3.0,14.0,3.0,0.0,2.0,-1.0,2.0,3.0,2
0.0,0.0,10.0,10.0,106.0,10.0,0.0,0.0,-1.0,0.0,4.0,1
1.0,0.0,4.0,3.0,46.0,6.0,0.0,0.0,0.5,15.0,1.0,2
11.0,0.0,44.0,34.0,631.0,101.0,1.0,1.0,0.4090909090909091,3.0,5.0,1
1.0,0.0,2.0,1.0,36.0,4.0,0.0,1.0,0.0,0.0,2.0,2
1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,1
0.0,0.0,2.0,2.0,11.0,2.0,0.0,2.0,-1.0,1.0,1.0,2
0.0,0.0,8.0,8.0,84.0,8.0,0.0,0.0,-1.0,0.0,5.0,1
3.0,0.0,4.0,4.0,19.0,4.0,0.0,0.0,0.0,3.0,0.0,2
5.0,1.0,4.0,4.0,51.0,8.0,0.0,0.0,0.5,3.0,2.0,1
14.0,5.0,17.0,17.0,186.0,36.0,0.0,0.0,0.23529411764705882,1.0,12.0,2
4.0,0.0,1.0,1.0,193.0,38.0,0.0,0.0,0.0,0.0,3.0,1
3.0,0.0,4.0,3.0,61.0,9.0,0.0,0.0,0.0,0.0,4.0,1
1.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1
1.0,0.0,2.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1
12.0,0.0,24.0,24.0,89.0,24.0,0.0,0.0,0.5,2.0,0.0,1
3.0,0.0,11.0,11.0,57.0,20.0,0.0,0.0,0.45454545454545453,3.0,1.0,2
1.0,1.0,10.0,10.0,57.0,10.0,0.0,1.0,-1.0,9.0,2.0,2
1.0,0.0,5.0,5.0,27.0,5.0,0.0,1.0,0.4,0.0,0.0,1
10.0,0.0,18.0,18.0,355.0,86.0,0.0,0.0,0.16666666666666666,1.0,8.0,1
6.0,0.0,11.0,11.0,98.0,18.0,0.0,0.0,0.18181818181818182,1.0,5.0,2
1.0,0.0,3.0,3.0,16.0,3.0,0.0,0.0,0.0,1.0,4.0,2
1.0,0.0,3.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,3.0,2.0,23.0,4.0,0.0,1.0,0.0,0.0,4.0,2
0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,-1.0,0.0,1.0,2
2.0,0.0,1.0,1.0,106.0,10.0,0.0,0.0,0.0,0.0,2.0,1
12.0,0.0,41.0,13.0,227.0,72.0,0.0,0.0,0.0,2.0,4.0,1
4.0,0.0,9.0,9.0,109.0,25.0,0.0,2.0,0.0,4.0,1.0,2
3.0,0.0,4.0,3.0,30.0,7.0,0.0,0.0,0.0,0.0,2.0,1
0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,-1.0,4.0,0.0,2
2.0,2.0,59.0,59.0,453.0,59.0,0.0,0.0,-1.0,98.0,4.0,1
1.0,0.0,2.0,2.0,14.0,3.0,0.0,0.0,1.0,1.0,3.0,2
1.0,0.0,1.0,1.0,48.0,2.0,0.0,0.0,0.0,0.0,2.0,1
0.0,0.0,1.0,1.0,17.0,6.0,0.0,1.0,-1.0,0.0,0.0,1
1.0,0.0,2.0,2.0,44.0,9.0,0.0,0.0,1.0,0.0,3.0,2
0.0,0.0,4.0,4.0,38.0,6.0,0.0,0.0,-1.0,0.0,1.0,1
1.0,0.0,4.0,1.0,94.0,23.0,0.0,1.0,0.75,0.0,2.0,1
10.0,0.0,23.0,21.0,118.0,30.0,0.0,0.0,0.0,1.0,3.0,1
11.0,0.0,19.0,19.0,193.0,19.0,0.0,0.0,0.47368421052631576,43.0,0.0,2
0.0,0.0,8.0,8.0,60.0,8.0,0.0,0.0,-1.0,0.0,2.0,2
5.0,0.0,8.0,7.0,87.0,13.0,0.0,2.0,0.0,0.0,14.0,1
3.0,0.0,5.0,5.0,37.0,9.0,0.0,0.0,0.4,1.0,2.0,2
1.0,0.0,3.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1
28.0,0.0,62.0,38.0,1208.0,299.0,0.0,0.0,0.11290322580645161,5.0,25.0,2
0.0,0.0,4.0,4.0,6.0,4.0,1.0,0.0,-1.0,0.0,0.0,1
2.0,0.0,2.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,1
2.0,0.0,2.0,1.0,34.0,2.0,0.0,0.0,0.0,0.0,4.0,2
0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,-1.0,0.0,0.0,1
0.0,0.0,7.0,7.0,79.0,19.0,0.0,1.0,-1.0,1.0,2.0,2
8.0,0.0,32.0,31.0,313.0,39.0,0.0,2.0,0.875,0.0,16.0,2
2.0,0.0,5.0,4.0,40.0,9.0,0.0,0.0,0.4,0.0,2.0,1
0.0,0.0,2.0,2.0,19.0,2.0,0.0,0.0,-1.0,0.0,1.0,1
2.0,0.0,3.0,3.0,21.0,5.0,0.0,0.0,0.0,1.0,1.0,2
2.0,0.0,5.0,5.0,33.0,5.0,0.0,0.0,0.8,1.0,2.0,2
5.0,2.0,8.0,6.0,83.0,17.0,0.0,0.0,0.25,1.0,5.0,1
0.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,-1.0,0.0,0.0,1
8.0,2.0,9.0,7.0,128.0,11.0,0.0,0.0,0.0,1.0,6.0,1
1.0,1.0,2.0,2.0,13.0,2.0,0.0,0.0,0.0,1.0,3.0,1
1.0,0.0,5.0,1.0,18.0,5.0,3.0,0.0,0.6,1.0,0.0,2
0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,-1.0,0.0,0.0,1
1.0,0.0,4.0,3.0,26.0,5.0,0.0,2.0,0.5,1.0,1.0,2
2.0,0.0,4.0,4.0,20.0,4.0,0.0,0.0,0.5,2.0,0.0,2
2.0,0.0,5.0,5.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,2
5.0,1.0,9.0,8.0,42.0,14.0,1.0,0.0,0.6666666666666666,7.0,5.0,2
1.0,0.0,1.0,1.0,39.0,3.0,0.0,1.0,0.0,1.0,2.0,2
1.0,0.0,10.0,8.0,43.0,11.0,0.0,1.0,1.0,0.0,1.0,2
8.0,5.0,4.0,3.0,70.0,8.0,4.0,0.0,0.75,0.0,4.0,1
10.0,0.0,10.0,2.0,154.0,21.0,0.0,0.0,0.0,2.0,5.0,2
